time_s,fsr_raw,fsr_raw_avg,kg_measured,kg_filtered,kg_reference,brazo_deg
95.008,0,0,0.2000,0.2000,0.5000,90
95.049,0,0,0.2000,0.2000,0.5000,90
95.089,0,0,0.2000,0.2000,0.5000,90
95.130,0,0,0.2000,0.2000,0.5000,90
95.170,0,0,0.2000,0.2000,0.5000,90
95.211,0,0,0.2000,0.2000,0.5000,90
95.252,0,0,0.2000,0.2000,0.5000,90
95.292,0,0,0.2000,0.2000,0.5000,90
95.333,0,0,0.2000,0.2000,0.5000,90
95.376,0,0,0.2000,0.2000,0.5000,90
95.417,0,0,0.2000,0.2000,0.5000,90
95.460,0,0,0.2000,0.2000,0.5000,90
95.500,0,0,0.2000,0.2000,0.5000,90
95.541,0,0,0.2000,0.2000,0.5000,90
95.581,0,0,0.2000,0.2000,0.5000,90
95.622,0,0,0.2000,0.2000,0.5000,90
95.662,0,0,0.2000,0.2000,0.5000,90
95.703,0,0,0.2000,0.2000,0.5000,90
95.743,0,0,0.2000,0.2000,0.5000,90
95.784,0,0,0.2000,0.2000,0.5000,90
95.824,0,0,0.2000,0.2000,0.5000,90
95.865,0,0,0.2000,0.2000,0.5000,90
95.905,0,0,0.2000,0.2000,0.5000,90
95.946,0,0,0.2000,0.2000,0.5000,90
95.987,0,0,0.2000,0.2000,0.5000,90
96.027,0,0,0.2000,0.2000,0.5000,90
96.068,0,0,0.2000,0.2000,0.5000,90
96.108,0,0,0.2000,0.2000,0.5000,90
96.149,0,0,0.2000,0.2000,0.5000,90
96.189,0,0,0.2000,0.2000,0.5000,90
96.230,0,0,0.2000,0.2000,0.5000,90
96.270,0,0,0.2000,0.2000,0.5000,90
96.310,0,0,0.2000,0.2000,0.5000,90
96.350,0,0,0.2000,0.2000,0.5000,90
96.391,0,0,0.2000,0.2000,0.5000,90
96.431,0,0,0.2000,0.2000,0.5000,90
96.472,0,0,0.2000,0.2000,0.5000,90
96.513,0,0,0.2000,0.2000,0.5000,90
96.553,0,0,0.2000,0.2000,0.5000,90
96.594,0,0,0.2000,0.2000,0.5000,90
96.634,0,0,0.2000,0.2000,0.5000,90
96.675,0,0,0.2000,0.2000,0.5000,90
96.715,0,0,0.2000,0.2000,0.5000,90
96.756,0,0,0.2000,0.2000,0.5000,90
96.796,0,0,0.2000,0.2000,0.5000,90
96.837,0,0,0.2000,0.2000,0.5000,90
96.877,0,0,0.2000,0.2000,0.5000,90
96.918,0,0,0.2000,0.2000,0.5000,90
96.959,0,0,0.2000,0.2000,0.5000,90
96.999,0,0,0.2000,0.2000,0.5000,90
97.040,0,0,0.2000,0.2000,0.5000,90
97.080,0,0,0.2000,0.2000,0.5000,90
97.120,0,0,0.2000,0.2000,0.5000,90
97.160,0,0,0.2000,0.2000,0.5000,90
97.201,0,0,0.2000,0.2000,0.5000,90
97.241,0,0,0.2000,0.2000,0.5000,90
97.282,0,0,0.2000,0.2000,0.5000,90
97.322,0,0,0.2000,0.2000,0.5000,90
97.363,0,0,0.2000,0.2000,0.5000,90
97.404,0,0,0.2000,0.2000,0.5000,90
97.444,0,0,0.2000,0.2000,0.5000,90
97.485,0,0,0.2000,0.2000,0.5000,90
97.525,0,0,0.2000,0.2000,0.5000,90
97.566,0,0,0.2000,0.2000,0.5000,90
97.606,0,0,0.2000,0.2000,0.5000,90
97.647,0,0,0.2000,0.2000,0.5000,90
97.687,0,0,0.2000,0.2000,0.5000,90
97.728,0,0,0.2000,0.2000,0.5000,90
97.768,0,0,0.2000,0.2000,0.5000,90
97.809,0,0,0.2000,0.2000,0.5000,90
97.849,0,0,0.2000,0.2000,0.5000,90
97.889,0,0,0.2000,0.2000,0.5000,90
97.930,0,0,0.2000,0.2000,0.5000,90
97.970,0,0,0.2000,0.2000,0.5000,90
98.011,0,0,0.2000,0.2000,0.5000,90
98.051,0,0,0.2000,0.2000,0.5000,90
98.092,0,0,0.2000,0.2000,0.5000,90
98.132,0,0,0.2000,0.2000,0.5000,90
98.173,0,0,0.2000,0.2000,0.5000,90
98.213,0,0,0.2000,0.2000,0.5000,90
98.254,0,0,0.2000,0.2000,0.5000,90
98.294,0,0,0.2000,0.2000,0.5000,90
98.335,0,0,0.2000,0.2000,0.5000,90
98.376,0,0,0.2000,0.2000,0.5000,90
98.416,0,0,0.2000,0.2000,0.5000,90
98.457,0,0,0.2000,0.2000,0.5000,90
98.497,0,0,0.2000,0.2000,0.5000,90
98.538,0,0,0.2000,0.2000,0.5000,90
